cluster index	CF_componentindex	CF_NrNodes	CF_kingdom	CF_kingdom_score	CF_superclass	CF_superclass_score	CF_class	CF_class_score	CF_subclass	CF_subclass_score	CF_Dparent	CF_Dparent_score	CF_MFramework	CF_MFramework_score
4122	75	6	Organic compounds	0.5	Phenylpropanoids and polyketides	0.5	Flavonoids	0.5	Flavonoid glycosides	0.5	Flavonoid-7-O-glycosides	0.5	Aromatic heteropolycyclic compounds	0.5
4890	75	6	Organic compounds	0.5	Phenylpropanoids and polyketides	0.5	Flavonoids	0.5	Flavonoid glycosides	0.5	Flavonoid-7-O-glycosides	0.5	Aromatic heteropolycyclic compounds	0.5
2607	S1399	1	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0
2608	S1400	1	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0
2609	297	2	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
2610	297	2	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Oligopeptides	1.0	Aromatic heteropolycyclic compounds	1.0
261	S1401	1	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0
2611	S1402	1	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0
2612	S1403	1	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0
2613	140	6	Organic compounds	0.6666666666666666	Organoheterocyclic compounds	0.3333333333333333	Coumarans	0.3333333333333333		0.6666666666666666	Coumarans	0.3333333333333333	Aromatic heteropolycyclic compounds	0.3333333333333333
2614	140	6	Organic compounds	0.6666666666666666	Organoheterocyclic compounds	0.3333333333333333	Coumarans	0.3333333333333333		0.6666666666666666	Coumarans	0.3333333333333333	Aromatic heteropolycyclic compounds	0.3333333333333333
5876	140	6	Organic compounds	0.6666666666666666	Organoheterocyclic compounds	0.3333333333333333	Coumarans	0.3333333333333333		0.6666666666666666	Coumarans	0.3333333333333333	Aromatic heteropolycyclic compounds	0.3333333333333333
6707	140	6	Organic compounds	0.6666666666666666	Organoheterocyclic compounds	0.3333333333333333	Coumarans	0.3333333333333333		0.6666666666666666	Coumarans	0.3333333333333333	Aromatic heteropolycyclic compounds	0.3333333333333333
8125	140	6	Organic compounds	0.6666666666666666	Organoheterocyclic compounds	0.3333333333333333	Coumarans	0.3333333333333333		0.6666666666666666	Coumarans	0.3333333333333333	Aromatic heteropolycyclic compounds	0.3333333333333333
8594	140	6	Organic compounds	0.6666666666666666	Organoheterocyclic compounds	0.3333333333333333	Coumarans	0.3333333333333333		0.6666666666666666	Coumarans	0.3333333333333333	Aromatic heteropolycyclic compounds	0.3333333333333333
2615	S1404	1	Organic compounds	1.0	Phenylpropanoids and polyketides	1.0	Coumarins and derivatives	1.0	Coumarin glycosides	1.0	Coumarin glycosides	1.0	Aromatic heteropolycyclic compounds	1.0
2616	S1405	1	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0
2617	S1406	1	Organic compounds	1.0	Lipids and lipid-like molecules	1.0	Prenol lipids	1.0	Triterpenoids	1.0	Triterpenoids	1.0	Aliphatic homopolycyclic compounds	1.0
2618	S1407	1	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0
2619	S1408	1	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0
262	S1409	1	Organic compounds	1.0	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	1.0	Valine and derivatives	1.0	Aromatic heteromonocyclic compounds	1.0
